Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A828072,*Gopher,1/17/2021 14:50,Jan-21,10/22/2020,Transfer,Partner,Dog,Intact Male,2 months,Labrador Retriever/Pointer,Black/White
A827329,*Frijoles,1/17/2021 15:00,Jan-21,1/17/2016,Adoption,,Dog,Neutered Male,5 years,Boxer Mix,Brown Brindle/White
A828216,Margo,1/17/2021 16:44,Jan-21,10/11/2020,Adoption,,Dog,Spayed Female,3 months,Pit Bull/Boxer,Red/White
A828399,Rayo,1/17/2021 17:46,Jan-21,2/17/2020,Return to Owner,,Dog,Intact Male,11 months,German Shepherd Mix,Tan/Black
A773909,Rocky,1/17/2021 17:59,Jan-21,9/7/2017,Adoption,,Dog,Neutered Male,3 years,Staffordshire Mix,Fawn/Tricolor
A817365,*Queso,1/19/2021 0:00,Jan-21,5/14/2019,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull,White
A826838,*Chunk,1/19/2021 8:35,Jan-21,11/15/2020,Adoption,Foster,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White
A826842,*Charlotte,1/19/2021 8:41,Jan-21,11/15/2020,Adoption,Foster,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
A826839,*Runt,1/19/2021 8:47,Jan-21,11/15/2020,Adoption,Foster,Dog,Neutered Male,2 months,Labrador Retriever Mix,Brown Brindle/Black
A828296,*Felix,1/19/2021 8:51,Jan-21,11/13/2020,Transfer,Partner,Dog,Intact Male,2 months,Labrador Retriever/Australian Cattle Dog,White/Tan
A826422,*Nelson,1/19/2021 8:58,Jan-21,11/28/2010,Adoption,Foster,Dog,Neutered Male,10 years,Labrador Retriever,Black
A825111,*Sugar,1/19/2021 9:50,Jan-21,10/28/2012,Adoption,Foster,Dog,Spayed Female,8 years,Siberian Husky Mix,Black/White
A828244,*Honey,1/19/2021 12:13,Jan-21,7/11/2019,Adoption,,Dog,Spayed Female,1 year,Treeing Cur Mix,Tan/Black
A828483,Siri,1/19/2021 13:33,Jan-21,1/18/2019,Return to Owner,,Dog,Spayed Female,2 years,Chinese Sharpei,Black/Brown
A828362,*Albert,1/19/2021 15:34,Jan-21,5/14/2020,Transfer,Partner,Dog,Intact Male,8 months,Chihuahua Shorthair Mix,White/Tan
A828234,Baltas,1/19/2021 16:40,Jan-21,1/11/2020,Adoption,,Dog,Neutered Male,1 year,Great Pyrenees,White
A828197,*Yugo,1/19/2021 17:01,Jan-21,5/11/2020,Adoption,,Dog,Neutered Male,8 months,German Shepherd,Black/Tricolor
A828322,Penny,1/19/2021 17:02,Jan-21,11/13/2020,Adoption,,Dog,Spayed Female,2 months,Cocker Spaniel Mix,Yellow
A828422,Diablo,1/19/2021 17:04,Jan-21,1/16/2019,Return to Owner,,Dog,Intact Male,2 years,Doberman Pinsch,Black/Tan
A828274,,1/19/2021 17:09,Jan-21,1/12/2019,Adoption,,Dog,Neutered Male,2 years,Treeing Walker Coonhound,Tricolor
A828302,Sawyer,1/19/2021 17:38,Jan-21,1/13/2018,Adoption,,Dog,Neutered Male,3 years,Great Pyrenees,White
A828413,,1/20/2021 11:10,Jan-21,1/15/2013,Transfer,Partner,Dog,Neutered Male,8 years,Miniature Schnauzer Mix,Silver/White
A828385,*Josh,1/20/2021 11:10,Jan-21,1/15/2019,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Longhair/Cocker Spaniel,Black
A827768,Charlie,1/20/2021 12:40,Jan-21,7/30/2020,Adoption,,Dog,Neutered Male,5 months,Labrador Retriever Mix,Black/White
A828100,Neme,1/20/2021 15:56,Jan-21,11/8/2020,Adoption,,Dog,Neutered Male,2 months,Chihuahua Shorthair,Black
A819188,*Dapple,1/20/2021 16:01,Jan-21,6/23/2018,Adoption,Foster,Dog,Neutered Male,2 years,Australian Shepherd Mix,White/Blue Merle
A828404,Nala,1/20/2021 16:20,Jan-21,1/5/2020,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Brown Brindle/White
A828112,Sunni Hope,1/20/2021 16:32,Jan-21,1/7/2018,Transfer,Partner,Dog,Spayed Female,3 years,Doberman Pinsch Mix,Black/Tan
A828351,*Katy,1/20/2021 16:54,Jan-21,1/14/2020,Adoption,,Dog,Spayed Female,1 year,Finnish Spitz Mix,Brown
A828321,Evie,1/20/2021 17:22,Jan-21,1/13/2019,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Yellow
A828034,Xanthippe,1/20/2021 17:25,Jan-21,1/5/2019,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black/White
A822169,*Blue,1/21/2021 9:22,Jan-21,7/20/2020,Adoption,Foster,Dog,Neutered Male,6 months,Labrador Retriever Mix,Tan/White
A828525,Dj,1/21/2021 11:48,Jan-21,1/19/2016,Transfer,Partner,Dog,Spayed Female,5 years,Miniature Poodle,Cream
A827860,Bruce,1/21/2021 12:28,Jan-21,1/2/2019,Adoption,,Dog,Neutered Male,2 years,Siberian Husky Mix,Cream/Black
A828507,,1/21/2021 12:44,Jan-21,11/19/2020,Transfer,Partner,Dog,Intact Male,2 months,Chihuahua Shorthair Mix,Tricolor
A828601,Dulce,1/21/2021 13:12,Jan-21,1/21/2017,Return to Owner,,Dog,Intact Female,4 years,Chihuahua Shorthair,Black/Brown
A825201,*Maestro,1/21/2021 13:15,Jan-21,10/29/2017,Transfer,Partner,Dog,Neutered Male,3 years,Pit Bull Mix,Brown Brindle/White
A828604,,1/21/2021 13:15,Jan-21,11/25/2020,Return to Owner,,Dog,Intact Female,1 month,Chihuahua Shorthair,White
A828581,,1/21/2021 13:56,Jan-21,11/20/2020,Transfer,Partner,Dog,Spayed Female,2 months,Great Pyrenees,White
A827371,*Greer,1/21/2021 13:57,Jan-21,12/19/2018,Adoption,Foster,Dog,Spayed Female,2 years,Pit Bull,Brown/Brown Brindle
A827477,Scooter,1/21/2021 14:20,Jan-21,8/22/2019,Adoption,,Dog,Neutered Male,1 year,Australian Cattle Dog/Pit Bull,White/Tan
A828335,*Willow,1/21/2021 14:21,Jan-21,1/13/2020,Adoption,,Dog,Spayed Female,1 year,Siberian Husky,Black/White
A828347,Doug,1/21/2021 15:01,Jan-21,1/14/2019,Adoption,,Dog,Neutered Male,2 years,Cardigan Welsh Corgi Mix,Tan/White
A775154,April,1/21/2021 15:24,Jan-21,3/25/2017,Adoption,,Dog,Spayed Female,3 years,Pit Bull Mix,Tan/White
A812115,Emilio,1/21/2021 16:26,Jan-21,11/16/2019,Return to Owner,,Dog,Neutered Male,1 year,German Shepherd,Brown/Tricolor
A828240,Shy,1/21/2021 17:15,Jan-21,1/11/2019,Adoption,,Dog,Spayed Female,2 years,German Shepherd Mix,Black/Tan
A828153,Mamita,1/21/2021 17:40,Jan-21,1/8/2020,Rto-Adopt,,Dog,Spayed Female,1 year,Pit Bull Mix,White/Gray
A827897,*Andromeda,1/22/2021 9:20,Jan-21,11/24/2020,Adoption,Foster,Dog,Spayed Female,1 month,Rottweiler,Black/Tan
A826841,*Buster,1/22/2021 9:54,Jan-21,11/15/2020,Adoption,Foster,Dog,Neutered Male,2 months,Labrador Retriever Mix,Brown Brindle/Black
A805715,Lobo,1/22/2021 11:17,Jan-21,5/1/2018,Adoption,,Dog,Neutered Male,2 years,Siberian Husky,Black/White
A826842,*Charlotte,1/22/2021 11:18,Jan-21,11/15/2020,Adoption,Foster,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
A828602,,1/22/2021 13:00,Jan-21,11/25/2020,Transfer,Partner,Dog,Intact Male,1 month,Chihuahua Shorthair,Tan
A828603,,1/22/2021 13:01,Jan-21,11/25/2020,Transfer,Partner,Dog,Intact Female,1 month,Chihuahua Shorthair,Black/Brown
A828605,,1/22/2021 13:01,Jan-21,11/25/2020,Transfer,Partner,Dog,Intact Female,1 month,Chihuahua Shorthair,Tan
A828606,,1/22/2021 13:01,Jan-21,11/25/2020,Transfer,Partner,Dog,Intact Male,1 month,Chihuahua Shorthair,Black/Brown
A780360,Pupabella,1/22/2021 15:00,Jan-21,9/13/2017,Return to Owner,,Dog,Spayed Female,3 years,Pit Bull Mix,Blue/White
A809343,Sage,1/22/2021 15:07,Jan-21,8/22/2019,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/German Shepherd,Brown
A828216,Margo,1/22/2021 16:45,Jan-21,10/11/2020,Adoption,,Dog,Spayed Female,3 months,Pit Bull/Boxer,Red/White
A801167,Milo,1/22/2021 17:09,Jan-21,5/31/2019,Adoption,,Dog,Neutered Male,1 year,Pit Bull/Boxer,White/Brown
A782770,Dewey,1/22/2021 18:00,Jan-21,10/20/2017,Return to Owner,,Dog,Neutered Male,3 years,Pit Bull Mix,Gray/White
A828526,Roth,1/23/2021 11:12,Jan-21,1/19/2019,Transfer,Partner,Dog,Intact Female,2 years,Cairn Terrier,Brown
A827161,Murphy,1/23/2021 11:27,Jan-21,12/15/2016,Adoption,,Dog,Neutered Male,4 years,Australian Shepherd Mix,Brown Brindle/White
A818417,Max,1/23/2021 11:29,Jan-21,6/8/2018,Adoption,Foster,Dog,Neutered Male,2 years,American Pit Bull Terrier Mix,Brown Brindle/White
A828244,*Honey,1/23/2021 11:39,Jan-21,7/11/2019,Adoption,,Dog,Spayed Female,1 year,Treeing Cur Mix,Tan/Black
A828506,Pez,1/23/2021 11:53,Jan-21,1/19/2018,Transfer,Partner,Dog,Intact Male,3 years,Chihuahua Shorthair,Cream
A828485,Skittles,1/23/2021 11:53,Jan-21,1/18/2020,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair,White
A828484,Zot,1/23/2021 11:53,Jan-21,9/18/2020,Transfer,Partner,Dog,Intact Male,4 months,Chihuahua Shorthair,Brown/Black
A828653,Baby,1/23/2021 12:11,Jan-21,1/22/2013,Return to Owner,,Dog,Spayed Female,8 years,Labrador Retriever,Black/White
A827885,*Sadie,1/23/2021 13:15,Jan-21,1/2/2018,Adoption,Foster,Dog,Spayed Female,3 years,Labrador Retriever Mix,Buff/Tan
A822912,Angel,1/23/2021 13:43,Jan-21,9/11/2019,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,White/Brown
A828197,*Yugo,1/23/2021 13:44,Jan-21,5/11/2020,Adoption,,Dog,Neutered Male,8 months,German Shepherd,Black/Tricolor
A828473,,1/23/2021 13:56,Jan-21,11/17/2020,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Tan/White
A822969,*Miss Piggy,1/23/2021 15:31,Jan-21,9/13/2018,Transfer,Partner,Dog,Spayed Female,2 years,Staffordshire Mix,Tan/White
A828678,Bartholomew,1/23/2021 16:34,Jan-21,1/23/2012,Return to Owner,,Dog,Neutered Male,9 years,Beagle,Tan/White
A828472,,1/23/2021 17:25,Jan-21,11/17/2020,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Red/White
A828460,*Pablo,1/23/2021 17:27,Jan-21,1/17/2020,Adoption,,Dog,Neutered Male,1 year,Staffordshire,Brown Brindle/White
A825785,Bruno,1/23/2021 17:38,Jan-21,5/12/2020,Return to Owner,,Dog,Neutered Male,8 months,Chihuahua Shorthair Mix,Chocolate/Tan
A828568,Bg,1/23/2021 17:55,Jan-21,11/20/2020,Return to Owner,,Dog,Intact Female,2 months,American Pit Bull Terrier,Red/White
A828560,,1/24/2021 12:14,Jan-21,9/20/2020,Died,In Kennel,Dog,Intact Male,4 months,Pug,Brown/Black
A776186,Max,1/24/2021 13:03,Jan-21,7/10/2016,Return to Owner,,Dog,Neutered Male,4 years,German Shepherd Mix,Brown/Black
A828729,Ris,1/25/2021 11:26,Jan-21,6/25/2020,Transfer,Partner,Dog,Intact Female,7 months,Pembroke Welsh Corgi,Brown/White
A828685,,1/25/2021 12:08,Jan-21,11/23/2020,Transfer,Partner,Dog,Intact Female,2 months,Border Collie,White/Black
A828521,Bella,1/25/2021 12:54,Jan-21,1/19/2016,Return to Owner,,Dog,Spayed Female,5 years,Yorkshire Terrier,Brown/White
A828519,*Rylee,1/25/2021 16:03,Jan-21,1/19/2019,Transfer,Partner,Dog,Spayed Female,2 years,Dachshund,Black/Brown
A828431,*Pony,1/25/2021 16:42,Jan-21,1/16/2019,Adoption,,Dog,Spayed Female,2 years,German Shepherd Mix,Brown
A828704,Dollar,1/25/2021 17:45,Jan-21,1/24/2019,Return to Owner,,Dog,Intact Male,2 years,Maltese/Miniature Poodle,White
A828608,,1/25/2021 18:03,Jan-21,11/21/2020,Adoption,,Dog,Neutered Male,2 months,Pit Bull,Blue/Brown Brindle
A828600,Royce,1/25/2021 18:12,Jan-21,10/6/2020,Return to Owner,,Dog,Intact Female,3 months,Yorkshire Terrier,White/Brown
A828617,,1/25/2021 18:25,Jan-21,11/18/2020,Adoption,,Dog,Neutered Male,2 months,Great Pyrenees Mix,White/Black
A827041,Sissy,1/26/2021 9:03,Jan-21,12/11/2010,Adoption,Foster,Dog,Spayed Female,10 years,Border Collie,Black/White
A827011,*Sloan,1/26/2021 9:10,Jan-21,11/22/2020,Adoption,Foster,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Black/White
A827010,*Coco,1/26/2021 9:17,Jan-21,11/22/2020,Adoption,Foster,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Tricolor
A827009,*Naomi,1/26/2021 9:21,Jan-21,11/22/2020,Adoption,Foster,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Black/White
A828646,Ziggy,1/26/2021 9:49,Jan-21,1/22/2019,Return to Owner,,Dog,Neutered Male,2 years,Siberian Husky,Black/White
A828647,Zoey,1/26/2021 9:50,Jan-21,1/22/2019,Return to Owner,,Dog,Spayed Female,2 years,Siberian Husky,Gray/White
A828782,Spots,1/26/2021 10:09,Jan-21,7/26/2019,Return to Owner,,Dog,Intact Male,1 year,West Highland Mix,White
A828623,,1/26/2021 11:21,Jan-21,1/21/2020,Transfer,Partner,Dog,Spayed Female,1 year,Cairn Terrier,Brown/Black
A828520,Rocky,1/26/2021 11:21,Jan-21,1/19/2016,Transfer,Partner,Dog,Neutered Male,5 years,Chihuahua Shorthair,Black
A828509,Mini Dominique,1/26/2021 11:34,Jan-21,8/19/2020,Adoption,,Dog,Spayed Female,5 months,Pit Bull Mix,Black/White
A808273,Easy E,1/26/2021 13:07,Jan-21,5/23/2019,Adoption,Foster,Dog,Neutered Male,1 year,Blue Lacy Mix,Tan/Tricolor
A755468,Stella/Ruthie,1/26/2021 13:52,Jan-21,2/8/2017,Return to Owner,,Dog,Spayed Female,3 years,Pit Bull Mix,White/Brown
A788612,Bo,1/26/2021 14:09,Jan-21,2/5/2018,Return to Owner,,Dog,Neutered Male,2 years,Boxer Mix,Tan/White
A828730,Dede,1/26/2021 15:26,Jan-21,1/25/2019,Transfer,Partner,Dog,Intact Female,2 years,French Bulldog,Black/White
A827340,Max,1/26/2021 16:58,Jan-21,1/18/2018,Adoption,,Dog,Neutered Male,3 years,German Shepherd,Black/Brown
A822473,Blue,1/26/2021 17:48,Jan-21,9/3/2015,Return to Owner,,Dog,Neutered Male,5 years,Pit Bull,Blue Cream/White
A554278,Oscar,1/27/2021 8:55,Jan-21,11/9/2007,Adoption,Foster,Dog,Neutered Male,13 years,Dachshund Mix,Brown/White
A828835,Zeke,1/27/2021 10:19,Jan-21,12/15/2020,Transfer,Partner,Dog,Intact Male,1 month,French Bulldog,White/Black
A828610,*Julie,1/27/2021 11:18,Jan-21,5/21/2020,Adoption,,Dog,Spayed Female,8 months,German Shepherd,Black/Brown
A828684,Sugar,1/27/2021 11:32,Jan-21,1/26/2010,Transfer,Partner,Dog,Spayed Female,11 years,Shih Tzu,White/Black
A740353,Teddy,1/27/2021 12:25,Jan-21,12/15/2013,Return to Owner,,Dog,Neutered Male,7 years,Chow Chow Mix,Red
A828838,,1/27/2021 12:37,Jan-21,11/27/2020,Transfer,Partner,Dog,Intact Female,1 month,Great Pyrenees/Labrador Retriever,Black/White
A828836,,1/27/2021 12:37,Jan-21,11/27/2020,Transfer,Partner,Dog,Intact Female,1 month,Great Pyrenees/Labrador Retriever,Black/White
A828839,,1/27/2021 12:38,Jan-21,11/27/2020,Transfer,Partner,Dog,Intact Male,1 month,Great Pyrenees/Labrador Retriever,Black/White
A827799,*Monte,1/27/2021 13:00,Jan-21,12/31/2018,Transfer,Partner,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,White/Red Tick
A827659,Zuma,1/27/2021 13:00,Jan-21,12/28/2018,Transfer,Partner,Dog,Neutered Male,2 years,Labrador Retriever Mix,Tan/White
A819118,Nina,1/27/2021 13:06,Jan-21,6/22/2015,Adoption,Foster,Dog,Spayed Female,5 years,American Pit Bull Terrier,Blue/White
A827315,Atticus,1/27/2021 13:11,Jan-21,12/18/2011,Adoption,Foster,Dog,Neutered Male,9 years,Labrador Retriever,Chocolate
A827876,*Pearl,1/27/2021 13:55,Jan-21,1/4/2019,Adoption,,Dog,Spayed Female,2 years,Beagle Mix,White
A809779,Willie,1/27/2021 14:14,Jan-21,12/1/2015,Return to Owner,,Dog,Neutered Male,5 years,Irish Setter/Golden Retriever,Red
A828628,,1/27/2021 14:24,Jan-21,1/23/2014,Return to Owner,,Dog,Neutered Male,7 years,Dachshund Mix,Brown/Black
A828543,*Blake,1/27/2021 14:24,Jan-21,7/20/2020,,,Dog,Spayed Female,6 months,Labrador Retriever/Border Collie,Black/White
A828804,Taurasi,1/27/2021 15:35,Jan-21,1/26/2016,Return to Owner,,Dog,Intact Female,5 years,Mastiff,Brown Brindle/Black
A827818,Duque,1/27/2021 16:31,Jan-21,12/31/2010,Rto-Adopt,,Dog,Neutered Male,10 years,Chihuahua Shorthair,Black
A828570,*Cupid,1/27/2021 16:59,Jan-21,9/20/2020,,,Dog,Neutered Male,4 months,American Bulldog Mix,Black/White
A828075,*Odessa,1/27/2021 17:04,Jan-21,1/6/2020,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black
A828781,Maya,1/27/2021 17:40,Jan-21,11/20/2018,Return to Owner,,Dog,Intact Female,2 years,German Shepherd,White
A748321,Alvin,1/27/2021 17:59,Jan-21,1/1/2017,Return to Owner,,Dog,Intact Male,4 years,Pbgv Mix,White/Tan
A803798,Duke,1/28/2021 10:39,Jan-21,5/5/2018,Adoption,Foster,Dog,Neutered Male,2 years,Staffordshire Mix,Blue/White
A828240,Shy,1/28/2021 11:19,Jan-21,1/11/2019,Transfer,Partner,Dog,Spayed Female,2 years,German Shepherd Mix,Black/Tan
A828435,*Keanu,1/28/2021 11:19,Jan-21,1/16/2019,Transfer,Partner,Dog,Neutered Male,2 years,German Shepherd,White
A828436,*Heidi,1/28/2021 11:20,Jan-21,1/16/2016,Transfer,Partner,Dog,Spayed Female,5 years,German Shepherd,Black/Brown
A792866,Nami,1/28/2021 11:20,Jan-21,4/16/2017,Transfer,Partner,Dog,Spayed Female,3 years,Pit Bull Mix,Blue/White
A828571,*Valentine,1/28/2021 11:20,Jan-21,5/20/2020,Transfer,Partner,Dog,Spayed Female,8 months,Bull Terrier Mix,White/Black
A828048,*Dolly,1/28/2021 11:20,Jan-21,1/6/2015,Transfer,Partner,Dog,Spayed Female,6 years,Labrador Retriever/Black/Tan Hound,Black
A824563,*Jojo,1/28/2021 11:42,Jan-21,1/1/2020,Adoption,Foster,Dog,Neutered Male,1 year,Great Pyrenees Mix,Brown
A815842,Princess,1/28/2021 11:57,Jan-21,11/27/2019,Return to Owner,Field,Dog,Intact Female,1 year,Anatol Shepherd,Tan/White
A828887,,1/28/2021 11:58,Jan-21,1/28/2019,Return to Owner,Field,Dog,Unknown,2 years,Great Pyrenees/German Shepherd,Tan/Black
A828165,Lady,1/28/2021 12:15,Jan-21,9/27/2020,Adoption,,Dog,Spayed Female,4 months,Boxer,Brown/White
A828547,*Emmy,1/28/2021 13:10,Jan-21,1/20/2020,Transfer,Partner,Dog,Spayed Female,1 year,Siberian Husky,White/Brown
A828234,Baltas,1/28/2021 13:10,Jan-21,1/11/2020,Transfer,Partner,Dog,Neutered Male,1 year,Great Pyrenees,White
A828546,,1/28/2021 13:10,Jan-21,1/20/2018,Transfer,Partner,Dog,Neutered Male,3 years,Siberian Husky,White
A828879,Zoe,1/28/2021 15:23,Jan-21,1/27/2020,Return to Owner,,Dog,Intact Female,1 year,Labrador Retriever/Pit Bull,Black/Brown
A689959,Izzy,1/28/2021 15:25,Jan-21,10/11/2010,Return to Owner,,Dog,Spayed Female,10 years,Boxer Mix,Fawn/White
A828611,*Gabe,1/28/2021 17:05,Jan-21,5/15/2020,Adoption,,Dog,Neutered Male,8 months,German Shepherd,Black/Brown
A827366,*Chippy,1/28/2021 17:27,Jan-21,12/19/2018,Adoption,,Dog,Spayed Female,2 years,Great Pyrenees Mix,Tan
A818044,Luna,1/29/2021 7:05,Jan-21,1/1/2020,Adoption,Foster,Dog,Spayed Female,1 year,Pit Bull,Fawn/White
A825731,Higol,1/29/2021 8:35,Jan-21,2/10/2020,Adoption,Foster,Dog,Neutered Male,11 months,Rottweiler Mix,Black/Tan
A825242,Minerva,1/29/2021 12:39,Jan-21,4/30/2020,Adoption,Foster,Dog,Intact Female,9 months,Labrador Retriever/Border Collie,Black/White
A828172,*Sunny,1/29/2021 13:06,Jan-21,1/9/2020,Adoption,,Dog,Spayed Female,1 year,American Pit Bull Terrier Mix,White/Yellow
A828927,,1/29/2021 13:19,Jan-21,1/11/2021,Transfer,Partner,Dog,Intact Male,2 weeks,Chihuahua Longhair,Black/White
A828808,Paddington,1/29/2021 15:18,Jan-21,1/28/2015,Return to Owner,,Dog,Intact Male,6 years,Maltese,White
A825197,Tigre,1/29/2021 16:44,Jan-21,10/29/2018,Transfer,Partner,Dog,Neutered Male,2 years,Staffordshire Mix,Tan/White
A825200,Manchas,1/29/2021 16:45,Jan-21,10/29/2018,Transfer,Partner,Dog,Spayed Female,2 years,Australian Kelpie Mix,Brown Brindle/White
A827991,*Seymour,1/29/2021 16:46,Jan-21,1/5/2019,Transfer,Partner,Dog,Neutered Male,2 years,Scottish Terrier/Dachshund,Tan
A828455,,1/29/2021 17:30,Jan-21,1/17/2018,Adoption,,Dog,Neutered Male,3 years,American Foxhound,White/Orange
A722253,Queenie,1/29/2021 17:43,Jan-21,3/13/2014,Adoption,,Dog,Spayed Female,6 years,Australian Cattle Dog Mix,Red
A828651,,1/29/2021 17:45,Jan-21,1/22/2019,Adoption,,Dog,Spayed Female,2 years,Blue Lacy,Blue/White
A828668,*Sprocket,1/29/2021 17:46,Jan-21,3/20/2020,Adoption,,Dog,Neutered Male,10 months,Beagle Mix,Fawn/White
A828857,Diesel,1/29/2021 18:16,Jan-21,1/27/2019,Return to Owner,,Dog,Neutered Male,2 years,Chihuahua Shorthair,Black/White
A828856,Penny,1/29/2021 18:17,Jan-21,1/27/2016,Return to Owner,,Dog,Spayed Female,5 years,Beagle,Brown/White
A826805,Pepper,1/30/2021 10:33,Jan-21,1/28/2018,Transfer,Partner,Dog,Intact Female,3 years,Lhasa Apso,Black/White
A819746,Emma,1/30/2021 11:04,Jan-21,7/5/2018,Transfer,Partner,Dog,Spayed Female,2 years,Kangal Mix,Brown/White
A828751,Flip,1/30/2021 11:33,Jan-21,5/25/2020,Adoption,,Dog,Neutered Male,8 months,Australian Cattle Dog Mix,Blue Tick/Tricolor
A828197,*Yugo,1/30/2021 11:41,Jan-21,5/11/2020,Adoption,,Dog,Neutered Male,8 months,German Shepherd,Black/Tricolor
A827510,*Spot,1/30/2021 12:06,Jan-21,12/23/2018,Adoption,,Dog,Neutered Male,2 years,American Pit Bull Terrier Mix,White/Brown
A799025,Max,1/30/2021 12:10,Jan-21,1/19/2019,Return to Owner,,Dog,Neutered Male,2 years,German Shepherd Mix,Tan
A828968,Rosie,1/30/2021 12:11,Jan-21,1/30/2019,Return to Owner,,Dog,Intact Female,2 years,Labrador Retriever,Black
A825082,,1/30/2021 12:35,Jan-21,10/26/2020,Adoption,Foster,Dog,Spayed Female,3 months,Siberian Husky Mix,Black/Tan
A828732,*Dilly Bar,1/30/2021 13:32,Jan-21,11/18/2020,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever/Bull Terrier Miniature,Tan
A827660,Marshall,1/30/2021 13:42,Jan-21,12/28/2018,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever/Great Pyrenees,White/Tan
A828706,*Belvidere,1/30/2021 13:50,Jan-21,1/24/2019,Adoption,,Dog,Neutered Male,2 years,Australian Shepherd/Border Collie,Black/White
A827282,*Pecan,1/30/2021 14:00,Jan-21,12/17/2018,Adoption,,Dog,Neutered Male,2 years,Jack Russell Terrier/Beagle,White/Tan
A828668,*Sprocket,1/30/2021 14:06,Jan-21,3/20/2020,Adoption,,Dog,Neutered Male,10 months,Beagle Mix,Fawn/White
A828718,Kc,1/30/2021 14:09,Jan-21,1/24/2008,Return to Owner,,Dog,Spayed Female,13 years,Chihuahua Shorthair Mix,Black/Gray
A828709,Buddy,1/30/2021 14:46,Jan-21,1/24/2019,Adoption,,Dog,Neutered Male,2 years,Australian Cattle Dog/Great Pyrenees,Tan/White
A828382,*Silver,1/30/2021 14:47,Jan-21,1/15/2019,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever/Pit Bull,White
A827741,*Lionel,1/30/2021 14:52,Jan-21,6/30/2018,Adoption,,Dog,Neutered Male,2 years,Pit Bull,Fawn/White
A827800,*Carlo,1/30/2021 14:57,Jan-21,12/31/2018,Adoption,,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Red Tick/White
A819285,Percy,1/30/2021 15:04,Jan-21,6/25/2018,Adoption,,Dog,Neutered Male,2 years,American Pit Bull Terrier,Brown/White
A828466,Zeus,1/30/2021 16:23,Jan-21,2/17/2020,Euthanasia,Behavior,Dog,Intact Male,11 months,Pit Bull,Fawn/White
A828576,Osita,1/30/2021 16:38,Jan-21,1/20/2019,Transfer,Partner,Dog,Spayed Female,2 years,German Shepherd,Brown/Black
A829009,Luna,1/31/2021 11:43,Jan-21,5/1/2019,Return to Owner,,Dog,Intact Female,1 year,Alaskan Husky Mix,Black/White
A828840,,1/31/2021 13:16,Jan-21,11/27/2020,Disposal,,Dog,Intact Male,2 months,Great Pyrenees/Labrador Retriever,Black/White
A785481,Brady,1/31/2021 14:58,Jan-21,12/3/2016,Adoption,,Dog,Neutered Male,4 years,Black Mouth Cur,Brown
A828743,,1/31/2021 15:48,Jan-21,8/15/2019,Adoption,,Dog,Neutered Male,1 year,Siberian Husky,Red/White
A828900,Chucho,1/31/2021 17:48,Jan-21,11/15/2020,Return to Owner,,Dog,Intact Male,2 months,Great Pyrenees,White/Black
A829040,Belle,2/1/2021 11:17,Feb-21,10/1/2019,Return to Owner,,Dog,Spayed Female,1 year,American Pit Bull Terrier Mix,White/Black
A829022,Toto,2/1/2021 12:03,Feb-21,2/1/2009,Return to Owner,,Dog,Spayed Female,12 years,Labrador Retriever,White
